date,rate
2019-1,0.3894717418810628
2019-10,0.4078466545060086
2019-11,0.4105833757147996
2019-12,0.401037535098654
2019-2,0.381269769543606
2019-3,0.4538450763412243
2019-4,0.4355077160606215
2019-5,0.44197650301829533
2019-6,0.4476520479226895
2019-7,0.48723118279569894
2019-8,0.4755951733884118
2019-9,0.4873487660442581
2020-1,0.4710927473628197
2020-2,0.4916336035880628
2020-3,0.6463303440554921
2020-4,0.8472289676757865
2020-5,0.7658999324205942
