countyname,crash19,fatal19,rate19,crash20,fatal20,rate20,pchange
Benton,NA,1,NA,NA,NA,NA,Null
Clackamas,NA,2,NA,NA,3,NA,Null
Coos,NA,1,NA,NA,1,NA,Null
Deschutes,NA,1,NA,NA,1,NA,Null
Douglas,NA,4,NA,NA,2,NA,Null
Jackson,NA,1,NA,NA,2,NA,Null
Josephine,NA,1,NA,NA,NA,NA,Null
Lake,NA,1,NA,NA,NA,NA,Null
Lane,NA,8,NA,NA,1,NA,Null
Lincoln,NA,1,NA,NA,4,NA,Null
Multnomah,NA,6,NA,NA,2,NA,Null
Polk,NA,1,NA,NA,NA,NA,Null
Umatilla,NA,1,NA,NA,1,NA,Null
Wallowa,NA,1,NA,NA,NA,NA,Null
